Review_Date,Hotel_Name,Positive_Review,Negative_Review,Reviewer_Nationality,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
09/12/2015,Park Avenue Baker Street,Room was nice and clean,Was noisy of people upstairs and outside and a bright green light shining when trying to get to sleep,United Kingdom,5.8,1,"[' Leisure trip ', ' Couple ', ' Deluxe Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",691 day
12/15/2015,Malmaison London,The staff were friendly cheerful and professional The room was very comfortable,I had difficulty locating the hotel on Google maps and no one locally knew of your existence I tried to telephone your central contact number and the staff did not know where Clerkenwell was suggesting Edinburgh Walking through a refuse bin area to gain access to the hotel was not very enticing,United Kingdom,7.9,1,"[' Leisure trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",597 day
03/05/2017,The Park City Grand Plaza Kensington Hotel,The bed was comfy and having a fridge was very handy Having sky was a nice extra,Booking a double room and put into a twin room with bed together just wasn t acceptable They did change after I saw them at the desk Me and my wife stayed here about 5 years ago and it was amazing and I think over the years it s gone down hill Rooms were showing cracks in places Especially the bathroom WiFi is useless,United Kingdom,6.3,1,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",151 day
03/19/2017,Park Plaza London Riverbank,I loved the location The staff were very friendly I didn t like how I was told on arrival I had to pay another 100 pounds security and would get it back when leaving I had not been told about this when booking and had not budgeted for it As a result I had to hold back on my London experience with my 7 yr old son who s 1st time it was away from home That 100 pounds was no use to me on the day we were going home I ve never been asked for that security deposit before in a UK hotel,See above 100 security depositI wasn t expecting and hadn t budgeted for Also I asked the girl on reception if she could possi ly put us in a room with a view of the river to enhance my son s experience She said she would but when we got to our room the view was of the other hotel rooms I didn t want to complain at this point as we had already done a lot of trabelling and I was exhausted,United Kingdom,9.6,1,"[' Leisure trip ', ' Family with young children ', ' Superior Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",137 day
05/10/2016,Park Plaza London Riverbank,Reception staff were lovely and food was great,The bar staff were so rude when we opted out to pay the optional service charge giving us dirty looks and asking why we didn t want to pay it,United Kingdom,6.7,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",450 day
04/16/2017,Park Plaza London Riverbank,No Positive,I requested with a good view Which I didn t got so was disappointed but otherwise it was good,United Kingdom,8.3,1,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",109 day
07/24/2016,Park Plaza London Riverbank,Value for money,Everything is just perfect,United Kingdom,10,12,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",375 day
12/17/2016,Pullman Paris Tour Eiffel,Breakfast wasn t bad but it was expensive Parking was convenient garage under hotel but 34 euros a day,Many things didn t work in our room as soon as we arrived Asked front desk to have them fixed We were promised right away After 3 days still broken We were given an email address to write to about our problems but more than 3 weeks later no reply I wouldn t stay in this hotel again if they paid me Also pickpockets right outside front door of hotel but hotel doesn t tell you to beware nor do they chase them off They tried to steal my purse broke the handle but luckily I had a tight hold on it Very poor experience at Pullman This hotel is only good for the view but I d recommend you stay somewhere else visit the Eiffel Tower in person Front desk man who checked us in was very rude,Italy,4.6,1,"[' Leisure trip ', ' Couple ', ' Deluxe King Room Balcony with Eiffel Tower View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",229 day
07/17/2016,Pullman Paris Tour Eiffel,Great customer service and location,No Negative,Costa Rica,10,5,"[' Leisure trip ', ' Group ', ' Classic Double Room with Garden View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",382 day
05/22/2017,Danubius Hotel Regents Park,No Positive,really small rooms pricey they ran out of US outlet converters A C wasn t adequate,United States of America,7.9,1,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 5 nights ']",73 days
12/13/2016,Franklin Roosevelt,Rooms were well appointed and absolutely beautiful with hardwood cabinetry and marble counter in the bathroom The bed was like sleeping in my own personal cocoon with a lovely mattress feel and a soft as a cloud duvet It was the most comfortable bed I ve ever slept in The staff was friendly and courteous and speaking english was not a problem,No Negative,United States of America,10,2,"[' Leisure trip ', ' Solo traveler ', ' Superior Room ', ' Stayed 1 night ']",233 day
11/01/2016,The Rockwell,Perfect location really friendly and helpful service clean comfortable and quiet room with all the amenities qualitive breakfast elegant decoration Will definitely go there again in my next visit,No Negative,Greece,9.6,4,"[' Leisure trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",275 day
02/03/2017,Mercure Paris Alesia,the place was clean and well designed,Poor sound proofing I could hear noise from the next floor up Staff were a bit slow at times but then again I would expect that in paris,Canada,7.9,1,"[' Business trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ']",181 day
06/03/2017,Courthouse Hotel London,Great location quiet room,A bit tired decor in the bedroom,New Zealand,8.3,8,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 3 nights ']",61 days
01/27/2017,Best Western The Boltons Hotel London Kensington,Lovely clean staff very friendly and helpful with queries breakfast hot and delicious great variety and recieved all requests we had cook on spot great location only round corner from underground,Only thing is lift is vety small but manageable as we out all time,United Kingdom,8.8,3,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",188 day
05/03/2017,Radisson Blu Edwardian Sussex,Convenient location with good public transport Twin bedded room size a little small cannot open 2 luggages at the same time Hotel staff from reception to restaurant are very friendly and helpful,No Negative,Singapore,7.5,10,"[' Leisure trip ', ' Group ', ' Standard Double Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",92 days
12/15/2015,Radisson Blu Edwardian Sussex,Great location handy for oxford Street,Bar area is not very comfortable,United Kingdom,8.8,9,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 1 night ']",597 day
02/16/2016,H tel Les Dames du Panth on,Comfortable beds Room had a good view Pleasant staff Clean Good location I would happily return for another short stay if using the room for a base to see the city from,Not possible to order lunch Dining room did not look great But there are plenty of eateries very close by This should not put you off,United Kingdom,8.8,9,"[' Leisure trip ', ' Couple ', ' Superior Pantheon Room ', ' Stayed 2 nights ']",534 day
11/18/2015,Pullman Paris Montparnasse,Great location Great view Very comfortable rooms Great breakfast,WiFi reception was poor Would have been nice to be able to choose sub titles on TV channels where English not available,Australia,8.8,1,"[' Leisure trip ', ' Couple ', ' Classic Queen Room ', ' Stayed 4 nights ']",624 day
10/19/2015,Amarante Champs Elys es,The staff is very welcoming The location is excellent Literally 2 mins walk from Champs Elisee,Internet connection was bad in my room Heater was broken Windows are not sound proof,Lebanon,5.4,1,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",654 day
04/03/2016,The Gore Hotel Starhotels Collezione,We liked the proximity of The Gore to the Royal Albert Hall We had a good sized bathroom The staff at check out were very friendly and pleasant,No Negative,United Kingdom,8.3,16,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",487 day
12/22/2016,The Hoxton Holborn,Staff were extremely helpfull location perfect easy parking food was better than most hotels,No Negative,United Kingdom,9.6,3,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",224 day
07/11/2016,Mercure London Kensington Hotel,Room was very clean smelled nice amazing location between two metro stations Front desk was nice we were a few minutes late for the checkout but they were nice about it,Room was small but we knew that and it was ok for us But if you have bigger luggage international travellers it could be a problem,Netherlands,9.2,14,"[' Leisure trip ', ' Group ', ' Small Double Room ', ' Stayed 3 nights ']",388 day
03/22/2016,Royal Garden Hotel,Definitely book the garden rooms They re worth the money The garden rooms were lovely and I asked for a high level room which was provided so the views were amazing overlooking kensington gardens I also requested for a message to be left in the room when we arrive for my mother as this trip was her gift on Mother s day The staff not only left a message but also a plate of delicious chocolate truffles They definitely go the extra mile The hotel is situated at the start of kensington high street so access to great shopping is a stones throw away Twin beds were nice and comfy and the bathroom is great,No Negative,Kuwait,9.6,2,"[' Leisure trip ', ' Family with older children ', ' Garden Twin Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",499 day
03/15/2016,Royal Garden Hotel,great location in south kensington next to the park friendly staff,room is quite small,China,8.8,15,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 3 nights ']",506 day
06/14/2017,Hilton London Bankside,Well presented hotel professional and welcoming staff closely located to Tower Bridge and Borough Markets Room service was delicious Try the fudge brownie you won t be disappointed Facilities were amazing The rental bikes scattered throughout the city are a cheap and easy way to explore the city much better than a tight tight squeeze in the tubes,No complaints just another quality stay with Hilton did not disappoint,Australia,9.6,6,"[' Leisure trip ', ' Couple ', ' King Guest Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",50 days
01/03/2017,Hilton London Bankside,Very new very modern really nice hotel good location,Fire alarm at 1am But that couldnt be helped,United Kingdom,9.2,8,"[' Leisure trip ', ' Family with young children ', ' King Guest Room ', ' Stayed 1 night ']",212 day
07/21/2016,DoubleTree by Hilton London Ealing,Breakfast was great Staff were so pleasant and helpful Room small but comfy extras ie ironing facilities much appreciated and loved coffee machine,Bar menus Restaurant food not great Problem in room with air con Terrace area was good but could have been cleaner,Ireland,6.7,1,"[' Couple ', ' Double Room ', ' Stayed 3 nights ']",378 day
11/10/2015,DoubleTree by Hilton London Ealing,Meeting with friends who wish they had stayed there to,No Negative,United Kingdom,9.2,1,"[' Leisure trip ', ' Couple ', ' Deluxe Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",632 day
03/21/2016,DoubleTree by Hilton London Victoria,I appreciated the dining room and reception staff They were very helpful The concierge was absolutely excellent in dealing with an issue I had with my first room He inspected it and confirmed that it was too cold to be in and arranged to have me stay in a h Hilton room which was warm clean and satisfactory If he had not done this I would have gone to another hotel for the night,I did not like the very cold room I was assigned to I called reception who dispatched a maintenenace staff member who vacuumed the air filter which was totally clogged This did help the air flow to a large extent but did not increase the temperature to a comfortable Are all of your air filters as filthy as this was It is a health issue as you will realise I have not rated the cleanliness of the room as the room itself was all right and the housekeeper should not be held responsibel for the state of the filthy air conditioner,Canada,9.4,1,"[' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",500 day
04/28/2016,DoubleTree by Hilton London Victoria,The staff were very friendly and accommodating And the rooms were very clean and comfortable We had a good stay,No Negative,Malaysia,10,10,"[' Leisure trip ', ' Family with young children ', ' Junior King Suite ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",462 day
12/08/2016,St Ermin s Hotel Autograph Collection,No Positive,Meal in Caxton restaurant awful Both starter and Main were cold and overpriced,United Kingdom,7.1,2,"[' Leisure trip ', ' Couple ', ' King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",238 day
09/15/2016,H tel Regina,Sound proof Windows,No Negative,United States of America,9.6,2,"[' Leisure trip ', ' Family with young children ', ' Superior Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",322 day
09/22/2015,Mercure Paris Gare De Lyon TGV,The greeting at check in,The fact that there was no room service after 11PM And no mini bar either,France,5.8,1,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']",681 day
07/10/2017,Okko Hotels Paris Porte De Versailles,The hotel is new very modern furnished clean bed was super The view from the room was nice see photo Breakfast was an experience very tasty We certainly recommend this hotel,We had a room on the main street which is quite busy if a man wants to sleep with the window open it is very noisy,Slovakia,10,5,"[' Leisure trip ', ' Group ', ' Comfort Double Room ', ' Stayed 1 night ']",24 days
10/11/2015,Novotel Paris Gare De Lyon,Very good breakfast and children under 16 had breakfast for free Clean rooms and common areas Very comfortable beds Smart and elegant bathroom Very good air conditioning ventilation Fastest wi fi ever avg 36 Mbps down 43 Mbps up Easy access to taxi train metro RER Electronic games for children in lobby area Excellent communication with reception staff,Swimming pool smaller than it appears on photos and small changing room in relation to pool People at lobby can look at people swimming,Greece,10,10,"[' Leisure trip ', ' Family with young children ', ' Superior Room with Queensize Bed and double couch 2 adults 2 children ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",662 day
04/26/2016,Hotel Louis 2,The staff were great Extremely helpful Fantastic location,No Negative,United Kingdom,8.8,2,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ']",464 day
10/11/2015,The Trafalgar Hilton,Location,Dining area for breakfast,United Kingdom,9.6,5,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",662 day
08/04/2015,Park Lane Mews Hotel,Staff friendliness during the weekday mornings was good and courteous Thank you,Would suggest more attention to room repairs cleanliness in the room and bathroom,Australia,7.1,34,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 1 night ']",730 day
12/01/2015,Park Lane Mews Hotel,Staff are polite,Cleanliness and not soundproff so noisy from outside,United Kingdom,5.4,1,"[' Family with young children ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",611 day
11/23/2016,The Drayton Court Hotel,Comfy bed helpful staff great location to train,The room was a little small but still cozy,United States of America,9.6,5,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",253 day
07/14/2017,The Montcalm Marble Arch,Perfect as usual,Everything,Egypt,10,14,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",20 days
02/07/2016,The Montcalm Marble Arch,No Positive,They missed up my pick up from the airport and they didn t make it for us,Saudi Arabia,6.5,4,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",543 day
11/12/2016,The Royal Horseguards,Location is amazing Big rooms Great Internet free and fast Food was ok but nothing special,Cheap poorly executed recent renovation by Guoman Grubby elevators with scratched and smeared brass cheap and garish corridor lighting etc contribute to the overall ambience a failed cheap effort to layer a new metro hotel over a worn out post war classic Price gouging parking 110GBP overnight,Hong Kong,5.8,5,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",264 day
09/20/2016,The Royal Horseguards,The Wifi was good and the front office manager was very pleasant,The room view and the housekeeping,Saudi Arabia,5.8,1,"[' Business trip ', ' Solo traveler ', ' Executive Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",317 day
01/03/2016,Grange Fitzrovia Hotel,Well located,Spare bed in each room was terrible outside noise was bad I received a parking ticket when I was told by reception I could Park outside the front of the hotel during a bank holiday 28th December,South Africa,6.7,5,"[' Leisure trip ', ' Family with older children ', ' Comfort Triple Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",578 day
03/24/2017,The Hari London,the design and staff are very attention to all details room service is very fast early check in was offered with out request,room size is very small its usual for London however not for 5 stars stranded,Saudi Arabia,9.2,42,"[' Leisure trip ', ' Family with young children ', ' Superior King Room ', ' Stayed 1 night ']",132 day
08/15/2016,citizenM London Bankside,Perfect for a business trip Funky place with character touches in everything that make you smile from been stuck with stuffy business talk all day Friendly staff nice rooms good location,No Negative,Hong Kong,10,9,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",353 day
03/14/2017,citizenM London Bankside,The lightings size of the washroom,Size of the room was shall fit the amount of the money paid,United Kingdom,7.9,2,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",142 day
02/02/2016,citizenM London Bankside,The room,No Negative,United Kingdom,9.2,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",548 day
09/08/2015,Radisson Blu Edwardian Mercer Street,We like the location of the hotel as we have stayed here before,however the room we had this time was much smaller then the one we stayed in previously we could hardly move and for 250 a night I thought it wasn t the best value for money,United Kingdom,6.3,5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",695 day
03/26/2017,Twenty Nevern Square Hotel,Very good location staff very friendly and helpful good value for money for central London Free tea and coffee 24hrs either room service or in the bar area,The room was small and the bed moved around on the sloping floor,United Kingdom,8.8,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",130 day
10/07/2016,Twenty Nevern Square Hotel,Central location Good value for money Fabulous staff,Cooked option should be available for breakfast,United Kingdom,10,5,"[' Solo traveler ', ' Pasha Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",300 day
11/05/2015,Mercure Paris Gare Montparnasse,Location was perfect One block from Edgar Quinet Metro station which is 2 stops away from Denfert Rochereau transfer point for direct train to Charles De Gaulle airport Very close to Gare Montparnasse station Lively area where many ethnic restaurants shops cafes abound,No Negative,United States of America,9.6,16,"[' Leisure trip ', ' Couple ', ' Standard Room with Double Bed ', ' Stayed 2 nights ']",637 day
03/15/2017,Mercure Paris Centre Tour Eiffel,Great location Just 2 minutes from eiffel tower,Room a bit smaller,United Kingdom,9.2,1,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",141 day
03/28/2016,Banke H tel,Location is excellent near the metro supermarket Opera and Lafayatte Staff is really nice,No Negative,Thailand,8.8,1,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 5 nights ']",493 day
02/15/2016,Mondrian London,Nice view comfortable,Paid 654 for a river view suite We were given no special valentines treatment No breakfast Had to park 10 minutes away Place was cold and didn t warm up until we fell asleep Balcony very small It seems as they use the location to completely rip the socks off of you as you had to pay like 5 to listen to half an hour worth of entertainment on the tv Surprised I didn t get charged extra to take a sh t,United Kingdom,6.7,2,"[' Leisure trip ', ' Couple ', ' River View Balcony Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",535 day
09/26/2016,Mondrian London,everything,price im broke now,United Kingdom,10,1,"[' Leisure trip ', ' Couple ', ' River View Deluxe ', ' Stayed 1 night ']",311 day
10/08/2015,Mondrian London,the terrace and the river view,No Negative,United Arab Emirates,10,6,"[' Leisure trip ', ' Couple ', ' River View Balcony Suite ', ' Stayed 3 nights ']",665 day
01/04/2016,NH London Kensington,The breakfast,The location is a little out of the way,United Kingdom,8.3,2,"[' Leisure trip ', ' Couple ', ' Standard Double ', ' Stayed 2 nights ']",577 day
10/10/2016,Saint James Albany Paris Hotel Spa,No Positive,Dirty carpets smell,United Kingdom,4.6,1,"[' Leisure trip ', ' Couple ', ' Superior Room with Spa access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",297 day
03/26/2017,Montfleuri,The hotel is very central and easy to reach from the airport by the Direct 2 bus It is a short distance from a metro station The room is clean and the staff helpful,The WiFi was generally slow and worked intermittently,Malta,9.2,23,"[' Business trip ', ' Solo traveler ', ' Classic Double or Single Room ', ' Stayed 5 nights ']",130 day
03/29/2016,The Academy,The Academy is in very good and convenient location only 5 minutes walk from Goodge Street Tube Station 10 12 mins to Tottenham Court Road Tube Station also within easy reach to Soho and China Town 15 20 minutes by walk The bed is very comfy,The room is quite old need some refurbishment Air conditioner making some water noises which was a little bit annoying,United Kingdom,8.3,51,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",492 day
03/04/2017,Mercure Paris Terminus Nord,Bed was comfortable and lobby and bar area good,Two elderly towels a sink that didn t drain properly and a useless hairdryer fixed to the wall Hospitality tray mean spirited one tiny milk carton,United Kingdom,6.3,4,"[' Business trip ', ' Solo traveler ', ' Standard Room with 1 Single Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']",152 day
07/10/2017,Mercure Paris Terminus Nord,Very good and strategic location easy to get halal food and tour bus,No Negative,Malaysia,8.3,1,"[' Leisure trip ', ' Family with young children ', ' Standard Room with 1 Double Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']",24 days
05/09/2016,Mercure Paris Terminus Nord,Staff location baggage check,Was a little noisy outside,United States of America,9.2,1,"[' Leisure trip ', ' Solo traveler ', ' Standard Room with 1 Single Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",451 day
08/17/2015,H tel Moli re,Location is wonderful 2 blocks from the Louvre A boutique hotel that feels very European and intimate almost like a BB B where they recognize you and call you by name It is a little surprising It looks unimpressive from the outside but everything inside was very nice and modern and well maintained,No Negative,United States of America,9.6,1,"[' Leisure trip ', ' Family with older children ', ' Suite 4 Adults ', ' Stayed 6 nights ']",717 day
03/20/2017,Royal Garden Champs Elysees,The location of the hotel was really great shops just around the corner and lots of great restaurants to choose from Staff were very friendly and helpful and breakfast was good too,The furnishings were outdated making the bathroom look dirty but I think the tiles were just old and damaged The bed was really terrible One of the water bottles provided was half empty when we arrived,Netherlands,7.1,6,"[' Leisure trip ', ' Family with young children ', ' Two Connecting Double Rooms ', ' Stayed 2 nights ']",136 day
03/20/2017,H tel Paris Bastille Boutet MGallery by Sofitel,Very efficient and friendly staff,No Negative,Switzerland,9.2,19,"[' Leisure trip ', ' Group ', ' Superior Twin Room with Pool Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",136 day
04/12/2017,Montcalm Royal London House City of London,Location rooftop bar and views friendly helpful staff,No Negative,United Kingdom,10,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",113 day
06/27/2016,Conrad London St James,Lovely hotel Great staff Great location,No Negative,United Kingdom,10,82,"[' Leisure trip ', ' Group ', ' Accessible King Room with Lounge Access ', ' Stayed 1 night ']",402 day
11/22/2016,London Marriott Hotel West India Quay,Excellent breakfast lovely lounge area nice bedrooms Restaurant staff are so professional friendly The restaurant bar area are well managed are the best feature of this hotel,Reception staff are generally unfriendly abrupt Rooms are rarely ready unless you arrive in the evening and there is always a problem with the room you requested at booking I have stayed here for weekends for the past 4 years always encounter the same issues with reception Also this year upon arrival there was no gas in the kitchen so there was no hot bar food all day only salads Last year no wifi available the whole weekend A hotel of this rating is supposed to eliminate all stress upon arrival instead it creates stress,Switzerland,8.3,11,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",254 day
05/16/2017,London Marriott Hotel West India Quay,Great location as a base for London right on the DLR line and quiet out of the hussle and bussle of the centre Well worth the money,No Negative,United Kingdom,10,1,"[' Leisure trip ', ' Group ', ' Deluxe King or Twin Room ', ' Stayed 2 nights ']",79 days
04/12/2016,London Marriott Hotel West India Quay,The commitment of the staff,The dated rooms very low standard,United Kingdom,8.8,2,"[' Leisure trip ', ' Group ', ' Deluxe King or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",478 day
09/28/2016,London Hilton on Park Lane,Good location and very large room Breakfast was a good surprise,This is not a 4 star hotel The bed was terrible The carpet had multiple stains The mini fridge was not even cool The shower head looked expensive but it was terribly inefficient Impractical design of the bathroom no counter space and room not much storage space I know all hotels are expensive in London but this was not worth the money,United States of America,5.8,1,"[' Leisure trip ', ' Couple ', ' Executive King Room with Lounge Access ', ' Stayed 3 nights ']",309 day
05/26/2017,Radisson Blu Portman Hotel London,No Positive,Rooms were not as shown on pictures,Kuwait,4.6,1,"[' Leisure trip ', ' Group ', ' Superior Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",69 days
06/12/2017,H tel France d Antin Op ra,Convenient location helpful staff pleasant calming atmosphere Had separate areas for relaxing,Room and bathroom was very small but apparently this is normal for rooms in Paris,Australia,9.6,3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",52 days
04/30/2016,Royal Saint Honore,Although my room was quite compact and facing the inner courtyard its presentation was good and it was quiet and private,No Negative,United Kingdom,9.6,22,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']",460 day
06/25/2017,Hilton London Metropole,Wonderful staff and location The beds were super comfortable We got an easy early check in for free Lots of complimentary service,I loved everything,Brazil,9.6,3,"[' Leisure trip ', ' Family with young children ', ' Superior Queen Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",39 days
08/07/2016,Hilton London Metropole,No Positive,Some of the staff was very very rude not helpful at all The lamp in my room didn t work only had little light next to the bed it was dark all night,United Kingdom,4.6,2,"[' Leisure trip ', ' Group ', ' Twin Hilton Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",361 day
08/30/2015,Hilton London Metropole,The downstairs lobby was very inviting and allowed us to relax,The checking in process was long and tiresome we where called and then ignored for 10 15minutes The rooms were appalling very little space with old appliances littering the room 1980 s fridge was our tv stand Room cleanliness was at best 3 10 For a conclusion location was great however the hotel was not especially for the price that they charge Will not go to this hotel again please look somewhere else,United Kingdom,3.8,1,"[' Leisure trip ', ' Family with older children ', ' Twin Hilton Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",704 day
12/12/2016,Hilton London Metropole,the breakfast spread the executive lounge the heated pool in winter,lobby a tad too much people traffic,Malaysia,9.2,1,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",234 day
04/19/2016,Hilton London Metropole,No Positive,rooms should have indian adapters for charging for iphones ipads internet usage instructions were not clear rooms had no view,India,7.1,1,"[' Leisure trip ', ' Solo traveler ', ' King Hilton Guest Room ', ' Stayed 1 night ']",471 day
09/01/2015,Hilton London Metropole,good facilities friendly service comfy room,Bathroom clean and nice just a bit tatty,United Kingdom,8.8,3,"[' Leisure trip ', ' Couple ', ' King Suite with Lounge Access ', ' Stayed 1 night ']",702 day
05/08/2017,Portobello House,The area felt safe Room was clean and bright but small,We would of liked a bath as room was expensive Breakfast could of been a little better,United Kingdom,7.1,1,"[' Leisure trip ', ' Family with young children ', ' Club King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",87 days
06/28/2016,Henry VIII,not much to like really location ok but other hotels in bayswater have better locations,can t see why it was a 4 star seemed more like a 2 or at best 3 i believe other hotels in the area probably offer better value better location and better facilities,Guadeloupe,3.8,2,"[' Leisure trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 1 night ']",401 day
07/28/2016,Henry VIII,The staff were lovely and accommodating the location is great and breakfast is very good,No Negative,United Kingdom,8.3,4,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 1 night ']",371 day
05/31/2017,Goodenough Club,Breakfast in a real college WOW,No Negative,Italy,8.3,5,"[' Leisure trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 1 night ']",64 days
04/22/2017,Hotel Vignon,Staff friendly and helpful Rooms nicely decorated and welcoming,Slight unhealthy smell in the foyer No proper cartons of milk and not enough tea bags in the room,United Kingdom,7.5,1,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",103 day
07/10/2017,Park Plaza Victoria London,The bed was very comfortable The breakfast is good and served in a very lovely restaurant Very very close to Victoria Station there is also Argos a few meters away But the best thing about the hotel is the people working in the reception They are especially Monika and Avi are very helpful,The windows are not good enough and the noise of the street is just in the room,Turkey,8.8,16,"[' Leisure trip ', ' Family with young children ', ' Executive Studio ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",24 days
01/12/2016,Park Plaza Victoria London,The room was very spacious and well equipped likewise the bathroom We had asked for a room close to the lift and were in the first one in the corridor The staff were very friendly and helpful Night room service was welcome A very comfortable stay,No Negative,United Kingdom,10,1,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",569 day
08/25/2016,Park Plaza Victoria London,Location convenience good feeling with people,No Negative,Israel,9.6,99,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ']",343 day
